borrower_id,segment,gst_filing_notes,collection_call_notes,label_bankrupt
MSME00097,MSME,GST return for Jul filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Feb. || GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter.,"Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME00098,MSME,Steady monthly turnover reported in GST filings; no anomalies for Feb. || GST return for Dec filed within due date. ITC claims reconciled.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME00099,MSME,GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Feb.,Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME00100,MSME,Steady monthly turnover reported in GST filings; no anomalies for Dec. || Regular GST compliance maintained. No late filing flags in Oct. || GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME00101,MSME,GST return for Dec filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Apr. || Regular GST compliance maintained. No late filing flags in Aug.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME00102,MSME,GST return for Sep filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Jan. || Regular GST compliance maintained. No late filing flags in May. || Steady monthly turnover reported in GST filings; no anomalies for Feb.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.,0
MSME00103,MSME,GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Jun. || Regular GST compliance maintained. No late filing flags in Mar. || Regular GST compliance maintained. No late filing flags in Feb.,Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME00104,MSME,GST return for Jan filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Mar.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME00105,MSME,GST return for Jan filed after due date; ITC mismatch flagged. || Turnover declared in Oct filing dropped sharply versus prior period.,"Borrower requested restructuring due to declining order book. || Borrower requested EMI deferment citing cash flow stress. || Borrower reachable, no dispute raised, account in good standing.",1
MSME00106,MSME,Repeated late filing pattern observed for Sep; compliance risk noted. || GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || GST return for Dec filed within due date. ITC claims reconciled.,Borrower requested EMI deferment citing cash flow stress. || Complaint logged: borrower disputes penalty charges amid repayment difficulty.,1
MSME00107,MSME,Steady monthly turnover reported in GST filings; no anomalies for Feb. || Steady monthly turnover reported in GST filings; no anomalies for Dec. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME00108,MSME,GST return for Nov filed after due date; ITC mismatch flagged. || Repeated late filing pattern observed for Oct; compliance risk noted. || GSTR-3B filing delayed by 43 days for Oct. Late fee applicable.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Call escalated - borrower reported delay in receivables from customers. || Complaint logged: borrower disputes penalty charges amid repayment difficulty.,0
MSME00109,MSME,Steady monthly turnover reported in GST filings; no anomalies for Jun. || GST return for Jun filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Jun. || Steady monthly turnover reported in GST filings; no anomalies for Nov.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME00110,MSME,GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter. || GST return for Dec filed within due date. ITC claims reconciled.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME00111,MSME,GST return for Sep filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Nov. Turnover consistent with prior quarter. || GST return for Jul filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Nov.,"Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME00112,MSME,Regular GST compliance maintained. No late filing flags in Oct. || Steady monthly turnover reported in GST filings; no anomalies for Mar. || GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME00113,MSME,Regular GST compliance maintained. No late filing flags in May. || GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter. || GST return for Oct filed within due date. ITC claims reconciled.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME00114,MSME,GST return for Jun filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Jan. || Steady monthly turnover reported in GST filings; no anomalies for Mar. || Regular GST compliance maintained. No late filing flags in Feb.,Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.,0
MSME00115,MSME,Regular GST compliance maintained. No late filing flags in Sep. || Steady monthly turnover reported in GST filings; no anomalies for Jul.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME00116,MSME,GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Jan. || GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Nov. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME00117,MSME,Steady monthly turnover reported in GST filings; no anomalies for Aug. || Regular GST compliance maintained. No late filing flags in May. || GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME00118,MSME,GST return for Aug filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Jan. || GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Jan.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME00119,MSME,GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Aug. || Regular GST compliance maintained. No late filing flags in Mar.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME00120,MSME,GST return for Nov filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Feb. || GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
